ID,県名,集落名,記号,音調コード,音調体系,位置情報,代表地点名,緯度,経度,備考
H-180,長崎,為石,●,5,京阪式音調,B5,長崎市　為石地区公民館,32.64174276,129.8388493,「ためし」
H-181,長崎,野母,●,5,京阪式音調,B5,長崎市　野母地区公民館,32.58123152,129.7522852,「のも」
H-182,長崎（宇久島）,神浦,×,4,一型音調,A4,旧神浦小学校,33.25557135,129.1051029,「こうのうら」
H-183,長崎（宇久島）,平,×,4,一型音調,A4,宇久平郵便局,33.2628196,129.1336911,
H-184,長崎（小値賀島）,笛吹,×,4,一型音調,A4,離島待合所笛吹,33.18613788,129.060261,「ふえふき」
H-185,長崎（中通島）,榎津,×,4,一型音調,A4,榎津神社,32.99608682,129.093302,「えのきづ」
H-186,長崎（中通島）,有川,×,4,一型音調,A4,新上五島町　有川支所,32.98320351,129.1164219,
H-187,長崎（福江島）,岐宿,×,4,一型音調,A5,五島市　岐宿支所,32.7500827,128.7601431,「きしく」
H-188,長崎（福江島）,福江,×,4,一型音調,A5,五島市立福江地区公民館,32.6941827,128.846345,
H-189,長崎（福江島）,富江,×,4,一型音調,A5,五島市　富江支所,32.61479047,128.7668458,
H-190,熊本,奴留湯,×,4,一型音調,E4,奴留湯温泉,33.14117616,131.1000675,「ぬるゆ」
H-191,熊本,杖立,×,4,一型音調,D4,杖立温泉,33.18307042,131.0346247,
H-192,熊本,宮原,×,4,一型音調,D-E4,小国町立小国小学校,33.11893078,131.0726836,旧宮原小学校を含む複数の小学校が統合され小国小学校となった。
H-193,熊本,杉平,×,4,一型音調,D4,杉平菅原神社,33.12812982,130.9997531,
H-194,熊本,山鹿,×,4,一型音調,E4,山鹿地区公民館,32.99585164,131.2138574,「やまが」　※同地名あり
H-195,熊本,内牧,×,4,一型音調,D4,阿蘇市立内牧小学校,32.97605538,131.0471089,「うちのまき」
H-196,熊本,波野,×,4,一型音調,E4,阿蘇市　波野支所,32.93320413,131.2310845,
H-197,熊本,宮地,×,4,一型音調,D-E4,宮地駅,32.93726273,131.117556,「みやじ」
H-198,熊本,野尻,×,4,一型音調,E4,高森町　野尻出張所,32.83059196,131.2615561,「のじり」
H-199,熊本,高森,×,4,一型音調,D4,高森町役場,32.82729467,131.122191,髙→高
H-200,熊本,水源,×,4,一型音調,D4,南阿蘇白川水源駅,32.82231704,131.0914807,
H-201,熊本,隈府,×,4,一型音調,D4,菊池市立隈府小学校,32.97889635,130.8109478,「わいふ」
H-202,熊本,耒民,×,4,一型音調,D4,鹿本市民センター,33.0028715,130.7380522,
H-203,熊本,広見,×,4,一型音調,C-D4,広見小学校跡地,33.08417285,130.6932066,
H-204,熊本,山鹿,×,4,一型音調,D4,山鹿市役所本庁,33.01750026,130.691213,「やまが」
H-205,熊本,南関,●,5,京阪式音調,C4,南関町役場,33.05975406,130.543842,「なんかん」
H-206,熊本,長洲,●,5,京阪式音調,C4,長洲町役場,32.92976327,130.4527094,
H-207,熊本,大津,×,4,一型音調,D4,大津町役場,32.87849106,130.8681307,「おおづ」
H-208,熊本,木葉,×,4,一型音調,D4,玉東町立木葉小学校,32.92090598,130.6201861,
H-209,熊本,長陽,×,4,一型音調,D4,長陽中央公民館,32.85921577,131.0006752,
H-210,熊本,山西,×,4,一型音調,D4,西原村立山西小学校,32.8405553,130.9041425,地点修正(240313)
H-211,熊本,熊本,×,4,一型音調,D4,熊本市役所,32.80206866,130.7040439,
H-212,熊本,百貫石,●,5,京阪式音調,D4,百貫石公園,32.78247251,130.6246696,「ひゃっかんせき」
H-213,熊本,小島,●,5,京阪式音調,D4,小島地域コミュニティセンター,32.77564002,130.6376751,「おしま」
H-214,熊本,馬見原,×,4,一型音調,D4,馬見原公民館,32.68371772,131.1535824,「まみはら」
H-215,熊本,木倉,●,5,京阪式音調,D4-5,木倉公民館,32.72120895,130.8118909,「きのくら」
H-216,熊本,御舟,●,5,京阪式音調,D5,御船町役場,32.71457592,130.801977,「みふね」
H-217,熊本,白旗,●,5,京阪式音調,D5,甲佐町　白旗福祉ふれあいセンター,32.69860484,130.7876647,「しらはた」
H-218,熊本,隈庄,●,5,京阪式音調,D5,熊本市立隈庄小学校,32.70817439,130.7267683,「くまのしょう」
H-219,熊本,力合,●,5,京阪式音調,D4,力合地域コミュニティセンター,32.76193711,130.6793222,「りきごう」
H-220,熊本,宇土,●,5,京阪式音調,D5,宇土市役所,32.6879606,130.6597086,「うと」
H-221,熊本,笹原,●,5,京阪式音調,D5,厳嶌神社,32.7014212,130.611619,「ささわら」
H-222,熊本,三角,●,5,京阪式音調,C5,宇城市　三角支所,32.61276673,130.4711201,「みすみ」
H-223,熊本,目丸,×,4,一型音調,D5,JNC（株）目丸発電所,32.61615418,130.9992827,「めまる」
H-224,熊本,中山,●,5,京阪式音調,D5,菅原神社,32.68608531,130.7750122,
H-225,熊本,豊野,●,5,京阪式音調,D5,宇城市　豊野支所,32.63916713,130.7493613,
H-226,熊本,松橋,●,5,京阪式音調,D5,宇城市立松橋小学校,32.65715578,130.6848152,
H-227,熊本,瀬高,●,5,京阪式音調,C5,瀬高公民館前（バス停）,32.55286482,130.4097103,髙→高
H-228,熊本,小野部田,●,5,京阪式音調,D5,宇城市立小野部田小学校,32.60694688,130.7189987,「おのへた」
H-229,熊本,小川,●,5,京阪式音調,D5,宇城市小川支所,32.59664138,130.70404,「おがわ」
H-230,熊本,八代,●,5,京阪式音調,D5,八代市役所,32.50747115,130.6018576,「やつしろ」
H-231,熊本,水上,×,4,一型音調,D5,水上村役場,32.31432387,131.0093649,
H-232,熊本,日奈久,●,5,京阪式音調,C5,八代市役所　日奈久出張所,32.43492698,130.5788583,「ひなぐ」
H-233,熊本,湯前,×,4,一型音調,D6,湯前町立湯前小学校,32.27579048,130.9852233,「ゆのまえ」
H-234,熊本,神瀬,●,5,京阪式音調,D6,神瀬地区多目的集会施設,32.31302594,130.6138803,「こうのせ」
H-235,熊本,白石,●,5,京阪式音調,D6,白石駅,32.30571791,130.6083457,「しらいし」
H-236,熊本,佐敷,●,5,京阪式音調,C6,芦北町立佐敷小学校,32.30763286,130.5009073,「さしき」
H-237,熊本,久米,×,4,一型音調,D6,多良木町久米公民館,32.25040142,130.9597561,
H-238,熊本,多良木,×,4,一型音調,D6,多良木町役場,32.26422599,130.9361479,「たらぎ」
H-239,熊本,免田,×,4,一型音調,D6,あさぎり町立免田小学校,32.23520932,130.8967555,「めんだ」
H-240,熊本,人吉,〇,8,曖昧音調2,D6,人吉市役所,32.20581167,130.7603501,
H-241,熊本,渡,〇,8,曖昧音調2,D6,球磨村立渡小学校,32.24033184,130.6935786,
H-242,熊本,津奈木,●,5,京阪式音調,C6,津奈木町役場,32.23388003,130.439666,「つなぎ」
H-243,熊本,水俣,●,5,京阪式音調,C6,水俣市役所,32.21182216,130.408723,
H-244,熊本,久木野,●,5,京阪式音調,D6,山野線久木野駅跡,32.17204673,130.5272116,「くぎの」
H-245,熊本,下浦,●,5,京阪式音調,C5,天草市　下浦町公民館,32.4217289,130.2301176,「しもうら」
H-246,熊本,本渡,〇,8,曖昧音調2,C5,本渡北公民館,32.46359648,130.1911377,「ほんど」
H-247,熊本,富岡,●,5,京阪式音調,C5,苓北町富岡出張所,32.51845793,130.0358455,
H-248,熊本,宮地,●,5,京阪式音調,C5,天草市役所 新和支所,32.363184,130.1811769,
H-249,熊本,牛深,●,5,京阪式音調,C6,天草市　牛深支所,32.19484622,130.0268205,「うしぶか」
H-250,宮崎,瀬口,▲,1,東京式音調,E-F5,旧瀬口小学校,32.72504602,131.7187115,
H-251,宮崎,浦尻,▲,1,東京式音調,F5,浦城城（浦尻城）,32.63972739,131.7602329,
H-252,宮崎,家田,×,4,一型音調,E5,家田公民館,32.66736911,131.7160689,「えだ」
H-253,宮崎,樫山,×,4,一型音調,E5,大西木材店,32.6028173,131.6772189,
H-254,宮崎,北方,×,4,一型音調,E5,延岡市　北方総合支所,32.56250302,131.5256562,
H-255,宮崎,七折,×,4,一型音調,E5,七折鍾乳洞,32.68115169,131.4112044,
H-256,宮崎,田原,×,4,一型音調,E4,高千穂町　田原出張所,32.77705921,131.2558663,
H-257,宮崎,高千穂,×,4,一型音調,E4,高千穂町役場,32.71174119,131.3077993,髙→高
H-258,宮崎,延岡,×,4,一型音調,E5,延岡市役所,32.58196042,131.6651326,
H-259,宮崎,細島,×,4,一型音調,E5,細島公民館,32.42478961,131.6598789,
H-260,宮崎,富高,×,4,一型音調,E5,日向市立富高小学校,32.42914242,131.6236399,髙→高
H-261,宮崎,椎葉,×,4,一型音調,E5,椎葉村役場,32.46745765,131.1582388,
H-262,宮崎,美々津,×,4,一型音調,E5,日向市美々津支所,32.33732714,131.6111681,
H-263,宮崎,都農,×,4,一型音調,E6,都農町役場,32.25649848,131.559712,
H-264,宮崎,木城,×,4,一型音調,E6,木城町役場,32.16390034,131.47343,
H-265,宮崎,高鍋,×,4,一型音調,E6,高鍋町役場,32.12797939,131.5032788,髙→高
H-266,宮崎,妻,×,4,一型音調,E6,西都市立妻北小学校,32.11364389,131.402083,"西都市立妻南小学校（32.098746845234054, 131.40191053028525）"
H-267,宮崎,佐土原,×,4,一型音調,E6,宮崎市　佐土原総合支所,32.02394313,131.4742251,
H-268,宮崎,高岡,×,4,一型音調,E6,高岡総合支所,31.95680536,131.2971778,髙→高
H-269,宮崎,小林,×,4,一型音調,D6,小林市役所,31.99668037,130.972479,
H-270,宮崎,飯野,●,5,京阪式音調,D6,えびの市　飯野出張所,32.05015104,130.8673839,
H-271,宮崎,京町,●,5,京阪式音調,D6,京町温泉駅観光交流センター,32.04560955,130.7676235,
H-272,宮崎,本庄,×,4,一型音調,E6,国富町立本庄小学校,31.98790719,131.3247511,
H-273,宮崎,高原,×,4,一型音調,D6,高原町役場,31.9285043,131.0078895,髙→高
H-274,宮崎,宮崎,×,4,一型音調,E7,宮崎市役所,31.90767859,131.4202319,
H-275,宮崎,高城,×,4,一型音調,D7,都城市　高城総合支所,31.80047669,131.1303868,髙→高
H-276,宮崎,青島,×,4,一型音調,E7,宮崎市地域振興部　青島地域センター,31.80200159,131.4619701,
H-277,宮崎,内海,×,4,一型音調,E7,内海自治公民館,31.76124934,131.4687557,
H-278,宮崎,油津,×,4,一型音調,E7,日南市役所　油津出張所,31.59279323,131.397668,
H-279,宮崎,飫肥,×,4,一型音調,E7,日南市　飫肥出張所,31.62717856,131.3553912,
H-280,宮崎,庄内,×,4,一型音調,D7,庄内地区市民センター,31.77199551,131.0192147,
H-281,宮崎,都城,×,4,一型音調,D7,都城市　市民生活部,31.71956456,131.0616156,
H-282,宮崎,今町,×,4,一型音調,E7,都城市立今町小学校,31.6925636,131.0363405,
H-283,宮崎,榎原,×,4,一型音調,E7,日南市榎原支所,31.53668144,131.3084859,
H-284,宮崎,福島,×,4,一型音調,E7,串間市立福島小学校,31.46842447,131.2308071,
H-285,宮崎,鳥井,×,4,一型音調,E7,串間市都井支所,31.39737778,131.305568,
H-286,鹿児島,米津,●,5,京阪式音調,C6,出水市立米ノ津小学校,32.10772565,130.3254889,"米ノ津駅（32.12215852402915, 130.34203097504167）"
H-287,鹿児島,大川,●,5,京阪式音調,C6,阿久根市　大川出張所,31.95134299,130.2209264,
H-288,鹿児島,出水,●,5,京阪式音調,C6,出水市役所,32.09046342,130.3526111,
H-289,鹿児島,高尾野,●,5,京阪式音調,C6,出水市　高尾野支所,32.06101807,130.3040512,髙→高
H-290,鹿児島,阿久根,●,5,京阪式音調,C6,阿久根市役所,32.01419911,130.1927301,
H-291,鹿児島,山野,●,5,京阪式音調,C6,伊佐市　山野基幹集落センター,32.10099031,130.5760071,
H-292,鹿児島,栗野,●,5,京阪式音調,D6,湧水町役場　栗野庁舎,31.95168925,130.7210613,
H-293,鹿児島,横川,●,5,京阪式音調,D6,霧島市　横川総合支所,31.90365675,130.7030793,
H-294,鹿児島,山ヶ野,×,4,一型音調,D6,山ヶ野小学校跡,31.90654446,130.6354444,
H-295,鹿児島,大口,●,5,京阪式音調,D6,伊佐市大口庁舎,32.05713612,130.6128495,
H-296,鹿児島,宮ノ城,●,5,京阪式音調,C6-7,宮之城郵便局,31.9051224,130.4572805,
H-297,鹿児島,西方,●,5,京阪式音調,C6-7,西方地区コミュニティセンター,31.91688973,130.2241877,
H-298,鹿児島,霧島村山,●,5,京阪式音調,D7,霧島総合支所,31.8199149,130.8345084,地図記載の霧島村山という地名はない
H-299,鹿児島,国分,●,5,京阪式音調,D7,霧島市立国分小学校,31.74182807,130.7737606,
H-300,鹿児島,隼人,●,5,京阪式音調,D7,霧島市役所　隼人庁舎,31.74375504,130.7370254,
H-301,鹿児島,加治木,●,5,京阪式音調,D7,姶良市加治木総合支所,31.73816056,130.6617293,
H-302,鹿児島,帖佐,●,5,京阪式音調,C-D7,姶良市立帖佐小学校,31.74293177,130.6283637,
H-303,鹿児島,入耒,●,5,京阪式音調,C7,薩摩川内市立入来小学校,31.8069687,130.4292778,
H-304,鹿児島,川内,●,5,京阪式音調,C7,薩摩川内市役所,31.81348875,130.3039456,
H-305,鹿児島,串木野,●,5,京阪式音調,C7,いちき串木野市役所　串木野庁舎,31.71440576,130.2711995,
H-306,鹿児島,市來,●,5,京阪式音調,C7,いちき串木野市役所　市来庁舎,31.69475293,130.2894842,
H-307,鹿児島,財部,×,4,一型音調,D7,曽於市財部支所,31.72613409,130.9933156,
H-308,鹿児島,縄瀬,×,4,一型音調,D7,下縄瀬公民館,31.54391703,131.0268104,繩→縄
H-309,鹿児島,安楽,×,4,一型音調,D7,志布志市立安楽小学校,31.48245213,131.077258,樂→楽
H-310,鹿児島,末吉,×,4,一型音調,D7,曽於市立末吉小学校,31.64983867,131.0201162,重複あり
H-311,鹿児島,福山,●,5,京阪式音調,D7,霧島市福山総合支所,31.67069567,130.8524673,
H-312,鹿児島,夏井,×,4,一型音調,D7,大隅夏井駅,31.46974303,131.1364589,
H-313,鹿児島,志布志,×,4,一型音調,D7,志布志市役所　本庁,31.47750233,131.0998281,
H-314,鹿児島,岩川,●,5,京阪式音調,D7,曽於市立岩川小学校,31.59732598,130.9853972,
H-315,鹿児島,菱田,●,5,京阪式音調,D7,大崎町立菱田小学校,31.44350372,131.040801,
H-316,鹿児島,垂水,●,5,京阪式音調,D7-8,垂水市役所,31.49270736,130.7009121,
H-317,鹿児島,大崎,●,5,京阪式音調,D7-8,大崎町役場,31.42918671,131.0058059,
H-318,鹿児島,柏原,●,5,京阪式音調,D8,東串良町立柏原小学校,31.36675688,131.0045601,
H-319,鹿児島,波見,×,4,一型音調,D8,波見浦集会所,31.35618792,131.0092156,
H-320,鹿児島,串良,●,5,京阪式音調,D8,鹿屋市　串良総合支所,31.39183722,130.9595626,
H-321,鹿児島,鹿屋,●,5,京阪式音調,D8,鹿屋市役所　本庁,31.37820801,130.8521664,
H-322,鹿児島,花岡,●,5,京阪式音調,D8,鹿屋市　花岡出張所,31.39764342,130.7794698,
H-323,鹿児島,古江,●,5,京阪式音調,D8,古江コミュニティー消防センター,31.40241449,130.7686966,
H-324,鹿児島,高山,●,5,京阪式音調,D8,肝付町立高山小学校,31.34561096,130.9458306,髙→高
H-325,鹿児島,内之浦,×,4,一型音調,D8,肝付町　内之浦総合支所,31.2783479,131.0742988,重複あり
H-326,鹿児島,田代,●,5,京阪式音調,D8,錦江町役場　田代支所,31.1991834,130.8484557,
H-327,鹿児島,小根占,●,5,京阪式音調,D8,錦江町立大根占小学校,31.24283955,130.7832645,
H-328,鹿児島,鹿児島,●,5,京阪式音調,C7,鹿児島市役所,31.5965436,130.5571004,兒→児
H-329,鹿児島,直木,●,5,京阪式音調,C7,直木地域公民館,31.5686982,130.4261649,
H-330,鹿児島,伊集院,●,5,京阪式音調,C7,日置市伊集院地区公民館,31.62624428,130.3950109,
H-331,鹿児島,伊作,●,5,京阪式音調,C7,日置市立伊作小学校,31.51003398,130.3497554,
H-332,鹿児島,谷山,●,5,京阪式音調,C7,鹿児島市役所　谷山支所,31.52113507,130.5175979,
H-333,鹿児島,川辺,●,5,京阪式音調,C7,南九州市川辺支所,31.39131501,130.3935109,
H-334,鹿児島,瀬々串,●,5,京阪式音調,C8,瀬々串校区公民館,31.42201562,130.5215898,
H-335,鹿児島,中名,●,5,京阪式音調,C8,中名地区公民館,31.39235436,130.5339398,
H-336,鹿児島,喜入,●,5,京阪式音調,C8,鹿児島市役所　喜入支所,31.37462594,130.5431131,
H-337,鹿児島,加世田,●,5,京阪式音調,C8,加世田地区公民館,31.41284804,130.3197594,
H-338,鹿児島,大崎,●,5,京阪式音調,C8,大崎公民館,31.4257155,130.2919688,
H-339,鹿児島,久志,●,5,京阪式音調,C8,久志地区公民館,31.31125623,130.225475,
H-340,鹿児島,坊之津,●,5,京阪式音調,C8,南さつま市　坊津支所,31.27318924,130.2248534,
H-341,鹿児島,西鹿篭,●,5,京阪式音調,C8,鹿篭郵便局,31.28893961,130.2881303,籠→篭？　西鹿篭にはほとんど建物などが見つからなかった。
H-342,鹿児島,枕崎,●,5,京阪式音調,C8,枕崎市役所,31.27291102,130.2971405,
H-343,鹿児島,別府,●,5,京阪式音調,C8,枕崎市立別府小学校,31.27448272,130.3463527,
H-344,鹿児島,頴娃,●,5,京阪式音調,C8,南九州市頴娃支所,31.23986748,130.4925131,
H-345,鹿児島,指宿,●,5,京阪式音調,D8,指宿市役所,31.25243635,130.6332066,
H-346,鹿児島,山川,●,5,京阪式音調,D8,指宿市役所　山川庁舎,31.2041868,130.6390875,
H-347,鹿児島,十町,●,5,京阪式音調,C-D8,十町郵便局,31.25120382,130.6306406,
H-348,鹿児島（甑島）,里,●,5,京阪式音調,B7,薩摩川内市　里支所,31.84356458,129.9179834,
H-349,鹿児島（甑島）,藺牟田,●,5,京阪式音調,B7,鹿島公民館,31.7779588,129.7904534,
H-350,鹿児島（甑島）,手打,●,5,京阪式音調,B7,手打地区コミュニティセンター,31.63787412,129.7059212,
H-351,鹿児島（種子島）,西之表,〇,8,曖昧音調2,D9,西之表市役所,30.73249782,130.9969419,
H-352,鹿児島（種子島）,中種子,〇,8,曖昧音調2,D9,中種子町役場,30.53309159,130.9586193,
H-353,鹿児島（種子島）,南種子,〇,8,曖昧音調2,D9,南種子町役場,30.41404791,130.9009407,
H-354,鹿児島（屋久島）,上屋久,●,5,京阪式音調,D9,上屋久郵便局,30.42322039,130.5705341,
H-355,鹿児島（屋久島）,下屋久,●,5,京阪式音調,D9,尾之間出張所,30.2350488,130.5512369,
H-356,鹿児島（大島）,宇検,◆,9,特殊音調3D,F8,宇検村役場,28.28072554,129.2972804,
H-357,鹿児島（徳之島）,亀津,◇,10,特殊音調3C,F8,徳之島町立　亀津小学校,27.73146795,129.0162465,
H-358,沖縄,名護,■,11,特殊音調3E,F8,名護市役所,26.59156865,127.9774749,
H-359,沖縄,首里,▶,12,特殊音調3A,F9,那覇市首里支所,26.22165288,127.7254378,
H-360,沖縄,那覇,◀,13,特殊音調3B,F9,那覇市役所,26.21215995,127.6791508,
H-361,沖縄,石垣,□,14,特殊音調3F,E9,石垣市役所,24.34510205,124.18464,
H-362,佐賀,唐津,×,4,一型音調,B-C3,東唐津小学校,33.4501178,129.9847322,「からつ」。重複処理
H-363,長崎,島原,●,5,京阪式音調,C4,島原城,32.7889971,130.3658435,重複処理
H-364,鹿児島,末吉,●,5,京阪式音調,D7,末吉町本町,31.6560484,131.0150208,重複処理
H-365,鹿児島,内之浦,●,5,京阪式音調,D8,内之浦中学校,31.2792644,131.0601139,重複処理